,article_name,country,rev_id,article_quality,Population mid-2018 (millions)
18385,Peter Brixtofte,Denmark,787115803.0,C,5.8
18386,Henning Matzen,Denmark,787267109.0,Start,5.8
18387,Nina Bang,Denmark,787378943.0,B,5.8
18388,Ole Wøhlers Olsen,Denmark,787406154.0,Stub,5.8
18389,Torie Osborn,Denmark,787450369.0,Start,5.8
18390,Ove Rode,Denmark,787475062.0,Start,5.8
18391,Carl Petersen (Danish politician),Denmark,787507714.0,Stub,5.8
18392,Hans Engell,Denmark,787755638.0,Stub,5.8
18393,Ellen Margrethe Løj,Denmark,787987010.0,Start,5.8
18394,Peter Taksøe-Jensen,Denmark,788025080.0,Stub,5.8
18395,Henri Konow,Denmark,788227132.0,Start,5.8
18396,Thorkild Simonsen,Denmark,788774876.0,Start,5.8
18397,Emilie Turunen,Denmark,788789401.0,Start,5.8
18398,Jeppe Kofod,Denmark,788789438.0,Start,5.8
18399,Rikke Karlsson,Denmark,788789513.0,Start,5.8
18400,Rina Ronja Kari,Denmark,788789519.0,Stub,5.8
18401,Ulla Tørnæs,Denmark,788789541.0,Start,5.8
18402,Arne Melchior,Denmark,788789785.0,Stub,5.8
18403,Jens Okking,Denmark,788789816.0,Start,5.8
18404,Cay Lembcke,Denmark,788790105.0,Start,5.8
18405,Torben Lund,Denmark,788804036.0,Start,5.8
18406,Knud Kristensen,Denmark,789261267.0,Start,5.8
18407,Astrid Krag,Denmark,789332776.0,Start,5.8
18408,Peter Adler Alberti,Denmark,789364676.0,C,5.8
18409,Michael Aastrup Jensen,Denmark,789365610.0,Start,5.8
18410,Holger Hammerich,Denmark,789365764.0,Start,5.8
18411,Søren Hald Møller,Denmark,789366045.0,Stub,5.8
18412,Hans Peter Ingerslev,Denmark,789503283.0,Start,5.8
18413,Preben Møller Hansen,Denmark,789503692.0,Start,5.8
18414,Jan Trøjborg,Denmark,789713145.0,Stub,5.8
18415,Martin Lidegaard,Denmark,789713589.0,Stub,5.8
18416,Ferdinand Meldahl,Denmark,789713835.0,Start,5.8
18417,Christian Günther von Bernstorff,Denmark,789714206.0,Start,5.8
18418,Johannes Friis-Skotte,Denmark,789714444.0,Stub,5.8
18419,Rasmus Helveg Petersen,Denmark,789714609.0,Stub,5.8
18420,Christian Ditlev Frederik Reventlow,Denmark,789714762.0,C,5.8
18421,Steen Spore,Denmark,789714924.0,Stub,5.8
18422,Christian Ditlev Reventlow (1710–1775),Denmark,789715190.0,Stub,5.8
18423,Joachim Gersdorff,Denmark,789715214.0,Start,5.8
18424,Jørgen Lykke,Denmark,789715670.0,Stub,5.8
18425,Jacob Ulfeldt (born 1567),Denmark,789716306.0,Start,5.8
18426,Thorvald Stauning,Denmark,789930363.0,C,5.8
18427,N. F. S. Grundtvig,Denmark,789930428.0,C,5.8
18428,Mogens Lykketoft,Denmark,789931777.0,GA,5.8
18429,Mariann Fischer Boel,Denmark,789932858.0,C,5.8
18430,Poul Hartling,Denmark,789933463.0,Start,5.8
18431,Lars Barfoed,Denmark,789934229.0,Start,5.8
18432,Asmaa Abdol-Hamid,Denmark,789952387.0,C,5.8
18433,Yvonne Herløv Andersen,Denmark,790303786.0,Start,5.8
18434,Jørgen Jørgensen (politician),Denmark,790418568.0,Stub,5.8
18435,Birte Weiss,Denmark,790422198.0,Start,5.8
18436,Karen Jespersen,Denmark,790422379.0,Start,5.8
18437,Karen Ellemann,Denmark,790423157.0,Start,5.8
18438,Joachim Godske Moltke,Denmark,791229061.0,Start,5.8
18439,Adam Wilhelm Moltke,Denmark,791230360.0,Start,5.8
18440,Orla Lehmann,Denmark,791327502.0,Start,5.8
18441,Bo Libergren,Denmark,791761811.0,Stub,5.8
18442,Christian Friis Bach,Denmark,792115962.0,Stub,5.8
18443,Bjarne Corydon,Denmark,792537716.0,Stub,5.8
18444,Kirsten Auken,Denmark,792641952.0,Stub,5.8
18445,Erik Eriksen,Denmark,793733139.0,Start,5.8
18446,Mimi Jakobsen,Denmark,795003371.0,Stub,5.8
18447,Claus Hjort Frederiksen,Denmark,795043601.0,Start,5.8
18448,Connie Hedegaard,Denmark,795182747.0,C,5.8
18449,Karl Skytte,Denmark,796435953.0,Stub,5.8
18450,Peder Griffenfeld,Denmark,797200722.0,B,5.8
18451,Jacob Haugaard,Denmark,797493235.0,Start,5.8
18452,Søren Gade,Denmark,797669262.0,Start,5.8
18453,Henrik Nicolai Clausen,Denmark,798014986.0,Start,5.8
18454,Anders Olsen,Denmark,798260839.0,Stub,5.8
18455,Ivar Nørgaard,Denmark,798338069.0,Stub,5.8
18456,Sigrið av Skarði Joensen,Denmark,798488499.0,Start,5.8
18457,Søren Jessen-Petersen,Denmark,798626493.0,Start,5.8
18458,Pia Kjærsgaard,Denmark,798659801.0,C,5.8
18459,John Christmas Møller,Denmark,799494645.0,Start,5.8
18460,Pia Christmas-Møller,Denmark,799524313.0,Start,5.8
18461,Verner Dalskov,Denmark,799916192.0,Stub,5.8
18462,Ditlev Gothard Monrad,Denmark,800093634.0,Start,5.8
18463,Anker Jørgensen,Denmark,800720298.0,C,5.8
18464,Mikaela Engell,Denmark,801398153.0,Stub,5.8
18465,Erik Bo Andersen,Denmark,801691166.0,GA,5.8
18466,Helga Pedersen (Denmark),Denmark,802653238.0,Stub,5.8
18467,Pia Gjellerup,Denmark,802653357.0,Stub,5.8
18468,Lene Espersen,Denmark,802653768.0,Start,5.8
18469,Karen Hækkerup,Denmark,802653785.0,Stub,5.8
18470,Mette Frederiksen,Denmark,802653818.0,Start,5.8
18471,Augo Lynge,Denmark,802661726.0,Start,5.8
18472,Jacob Ulfeldt (1535–1593),Denmark,803040517.0,Start,5.8
18473,Flemming Hansen (politician),Denmark,803390850.0,Stub,5.8
18474,Annette Vilhelmsen,Denmark,803420029.0,Start,5.8
18475,Helle Thorning-Schmidt,Denmark,803440687.0,GA,5.8
18476,Lis Groes,Denmark,803586149.0,Start,5.8
18477,Johan Frederik Schlegel,Denmark,803591770.0,Stub,5.8
18478,Edel Saunte,Denmark,803594791.0,Start,5.8
18479,Louise Gade,Denmark,804248891.0,Start,5.8
18480,Vibeke Storm Rasmussen,Denmark,804271251.0,Start,5.8
18481,Merete Riisager,Denmark,804338060.0,Stub,5.8
18482,Sophie Hæstorp Andersen,Denmark,804458335.0,Stub,5.8
18483,Ulrik Frederik Gyldenløve,Denmark,804587841.0,C,5.8
18484,Morten Østergaard,Denmark,804623621.0,Stub,5.8
18485,Henning Christophersen,Denmark,804881157.0,Start,5.8
18486,Andreas du Plessis de Richelieu,Denmark,805105305.0,Start,5.8
18487,Søren Krarup,Denmark,805123028.0,C,5.8
18488,Kristian Thulesen Dahl,Denmark,805129415.0,Start,5.8
18489,Uffe Elbæk,Denmark,805130348.0,C,5.8
18490,Jens Christian Christensen,Denmark,805243586.0,Start,5.8
18491,Otto Liebe,Denmark,805244157.0,Stub,5.8
18492,Klaus Berntsen,Denmark,805244405.0,Start,5.8
18493,Erling Foss,Denmark,805354445.0,Stub,5.8
18494,Martin Henriksen (Danish politician),Denmark,805824443.0,Start,5.8
18495,Søren Espersen,Denmark,805839784.0,Stub,5.8
18496,Gitte Seeberg,Denmark,805848618.0,Start,5.8
18497,Elisabeth Johansen,Denmark,806114282.0,C,5.8
18498,Margrethe Vestager,Denmark,806223817.0,GA,5.8
18499,Inger Støjberg,Denmark,806293798.0,C,5.8
18500,Joachim Olsen,Denmark,806446287.0,C,5.8
18501,Niels Neergaard,Denmark,806579598.0,Start,5.8
18502,Gregers Joensen,Denmark,806749081.0,Stub,5.8
18503,Henning Podebusk,Denmark,807237660.0,Start,5.8
18504,Simon Emil Ammitzbøll,Denmark,807366876.0,Start,5.8
18505,Torsten Schack Pedersen,Denmark,807400100.0,Stub,5.8
18506,Peter Christensen,Denmark,807400247.0,Stub,5.8
18507,Kristian Jensen,Denmark,807400463.0,Start,5.8
18508,Carl Holst,Denmark,807401010.0,Stub,5.8
18509,Özlem Cekic,Denmark,807453138.0,C,5.8
18510,Jonas Dahl,Denmark,807453538.0,Stub,5.8
18511,Template:Kenya-mayor-stub,Kenya,444766243.0,Stub,51.0
18512,Kennedy Kiliku,Kenya,623004627.0,Stub,51.0
18513,Irshadali Sumra,Kenya,664793790.0,Stub,51.0
18514,Hosea Kiplagat,Kenya,671032132.0,Stub,51.0
18515,Julius Muthamia,Kenya,684879320.0,Start,51.0
18516,Sospeter Machage,Kenya,699341277.0,Start,51.0
18517,Maurice S. Makhanu,Kenya,709821199.0,Stub,51.0
18518,G. G. Njuguna Ngengi,Kenya,713351236.0,Start,51.0
18519,Gitau wa Njenga,Kenya,713812142.0,Start,51.0
18520,James Beauttah,Kenya,713871389.0,Stub,51.0
18521,Davidson Ngibuini Kuguru,Kenya,719237570.0,Stub,51.0
18522,Tiras Nyingi Ngahu,Kenya,722319064.0,Stub,51.0
18523,James Njiru,Kenya,723301153.0,Stub,51.0
18524,Julius Kibiwott Melly,Kenya,723535564.0,Stub,51.0
18525,Ahmed Abdi Ogle,Kenya,723807310.0,Stub,51.0
18526,Moses Kasaine,Kenya,724109526.0,Stub,51.0
18527,Grace Jelagat Kipchoim,Kenya,724671827.0,Stub,51.0
18528,Peter Njoroge Baiya,Kenya,728613573.0,Stub,51.0
18529,Peter Njuguna Gitau,Kenya,728613577.0,Stub,51.0
18530,Nelson Gaichuhie,Kenya,728613587.0,Stub,51.0
18531,Pollyins Ochieng Anyango,Kenya,728613603.0,Stub,51.0
18532,Peter Edick Omondi Anyanga,Kenya,728613607.0,Stub,51.0
18533,Mohamed Hussein Ali,Kenya,728613637.0,Stub,51.0
18534,Mohamed Ibrahim Elmi,Kenya,728613639.0,Stub,51.0
18535,Stanley Munga Githunguri,Kenya,728613646.0,Stub,51.0
18536,Ali Rasso Dido,Kenya,728613680.0,Stub,51.0
18537,Adhu Awiti,Kenya,728613689.0,Stub,51.0
18538,Philip Godana,Kenya,728613691.0,Stub,51.0
18539,Ramadhan Seif Kajembe,Kenya,728613764.0,Stub,51.0
18540,William Kipkorir,Kenya,728613774.0,Stub,51.0
18541,Peter Kiilu,Kenya,728613798.0,Stub,51.0
18542,Kipruto Rono Arap Kirwa,Kenya,728613834.0,Stub,51.0
18543,Khatib Mwashetani,Kenya,728613841.0,Stub,51.0
18544,Ntoitha M'mithiaru,Kenya,728613883.0,Stub,51.0
18545,Moses Lessonet,Kenya,728613900.0,Stub,51.0
18546,Raphael Lentimalo,Kenya,728613907.0,Stub,51.0
18547,Simon Lesirma,Kenya,728613912.0,Stub,51.0
18548,Robert Onsare Monda,Kenya,728613954.0,Stub,51.0
18549,Patrick Kariuki Muiruri,Kenya,728613970.0,Stub,51.0
18550,Mohamed Maalim Mohamud,Kenya,728613976.0,Start,51.0
18551,Arthur Magugu,Kenya,728613980.0,Stub,51.0
18552,Francis Masakhalia,Kenya,728613984.0,Stub,51.0
18553,Darius Msagha Mbela,Kenya,728613991.0,Stub,51.0
18554,Gilbert Kabere M'mbijiwe,Kenya,728613993.0,Stub,51.0
18555,Mwandawiro Mghanga,Kenya,728613996.0,Stub,51.0
18556,Fred Mbiti Gideon Mati,Kenya,728614002.0,Stub,51.0
18557,George Muchai,Kenya,728614003.0,Stub,51.0
18558,Robert Mbui,Kenya,728614009.0,Stub,51.0
18559,Jackson Kasanga Mulwa,Kenya,728614017.0,Stub,51.0
18560,Lewis Nguyai Nganga,Kenya,728614091.0,Stub,51.0
18561,Mwalimu Masudi Mwahima,Kenya,728614137.0,Stub,51.0
18562,Thomas Ludindi Mwadeghu,Kenya,728614155.0,Stub,51.0
18563,Silas Muriuki,Kenya,728614240.0,Stub,51.0
18564,Elijah Mwangale,Kenya,728614254.0,Stub,51.0
18565,George Nyamweya,Kenya,728614265.0,Stub,51.0
18566,Richard Momoima Onyonka,Kenya,728614385.0,Stub,51.0
18567,Sasura Hussein Tarry,Kenya,728614415.0,Stub,51.0
18568,Wilfred Moriasi Ombui,Kenya,728614428.0,Stub,51.0
18569,Peter Oloo-Aringo,Kenya,728614478.0,Stub,51.0
18570,Namesyus Warugongo,Kenya,728614550.0,Stub,51.0
18571,Omar Mbwana Zonga,Kenya,728614586.0,Stub,51.0
18572,Template:KenyaVPs,Kenya,729460400.0,Stub,51.0
18573,Zebedeo John Opore,Kenya,730091628.0,Stub,51.0
18574,Rosalyn Nandwa,Kenya,730470106.0,Stub,51.0
18575,Soita Shitanda,Kenya,732991530.0,Stub,51.0
18576,Shakeel Shabbir,Kenya,735263515.0,Stub,51.0
18577,Eliud Mathu,Kenya,736864588.0,Stub,51.0
18578,Joseph Byrne (British Army officer),Kenya,737351926.0,Start,51.0
18579,Kinuthia Murugu,Kenya,739284201.0,Start,51.0
18580,Musa Sirma,Kenya,739402154.0,Stub,51.0
18581,Henry Conway Belfield,Kenya,740618153.0,Stub,51.0
18582,Joseph Lekuton,Kenya,741388231.0,Start,51.0
18583,Wakoli Bifwoli,Kenya,741754138.0,Stub,51.0
18584,Phares Oluoch Kanindo,Kenya,742096045.0,Start,51.0
18585,Israel Somen,Kenya,743800296.0,Start,51.0
18586,Armigel Wade,Kenya,743935844.0,Start,51.0
18587,Amos Wako,Kenya,744085168.0,Start,51.0
18588,Mugabe Were,Kenya,744265558.0,Start,51.0
18589,Kassim Mwamzandi,Kenya,744456849.0,Stub,51.0
18590,Benedict Wachira,Kenya,746994538.0,Start,51.0
18591,Philip Euen Mitchell,Kenya,748128949.0,C,51.0
18592,Alfred Odhiambo,Kenya,749322828.0,Stub,51.0
18593,Patrick Ayiecho Olweny,Kenya,749372687.0,Stub,51.0
18594,Benson Mbai Itwiku,Kenya,749402361.0,Stub,51.0
18595,Nkoidilla Lankas,Kenya,749497889.0,Stub,51.0
18596,Dalmas Otieno,Kenya,749503310.0,Stub,51.0
18597,Atanas Keya,Kenya,749545540.0,Stub,51.0
18598,David Were,Kenya,749550481.0,Stub,51.0
18599,Benedict Fodo Gunda,Kenya,749567086.0,Stub,51.0
18600,Alfred Sambu,Kenya,749960863.0,Stub,51.0
18601,Benjamin Jomo Washiali,Kenya,749968927.0,Stub,51.0
18602,Alfred Khang'ati,Kenya,750067436.0,Stub,51.0
18603,Evans Akula,Kenya,750076200.0,Stub,51.0
18604,Barnabas Muturi Mwangi,Kenya,750079661.0,Stub,51.0
18605,Calist Andrew Mwatela,Kenya,750162565.0,Stub,51.0
18606,Peter Njeru Ndwiga,Kenya,750745985.0,Stub,51.0
18607,Joseph Gitari,Kenya,750879737.0,Stub,51.0
18608,Chirau Ali Mwakwere,Kenya,750988119.0,Start,51.0
18609,William Ole Ntimama,Kenya,752443944.0,Stub,51.0
18610,Elijah Lagat,Kenya,752821559.0,Start,51.0
18611,Charles Rubia,Kenya,752918826.0,Stub,51.0
18612,David Eseli Simiyu,Kenya,753553048.0,Stub,51.0
18613,Charles Onyancha,Kenya,753680679.0,Stub,51.0
18614,Daniel Muoki,Kenya,753686420.0,Stub,51.0
18615,Charles Kilonzo,Kenya,753688333.0,Stub,51.0
18616,Charles Mutisya Nyamai,Kenya,753690318.0,Stub,51.0
18617,Danson Mwazo Mwakulegwa,Kenya,753693393.0,Stub,51.0
18618,David Koech,Kenya,753708117.0,Stub,51.0
18619,Chris Okemo,Kenya,753712004.0,Stub,51.0
18620,Oburu Odinga,Kenya,754539556.0,Stub,51.0
18621,Pio Gama Pinto,Kenya,756990153.0,C,51.0
18622,Moses Wetangula,Kenya,757656174.0,C,51.0
18623,Christopher Obure,Kenya,757713770.0,Stub,51.0
18624,Moses ole Sakuda,Kenya,757796563.0,Stub,51.0
18625,Elijah Omolo Agar,Kenya,757812559.0,Stub,51.0
18626,Noah Wekesa,Kenya,759763616.0,Stub,51.0
18627,Ali Aden Lord,Kenya,759973565.0,Start,51.0
18628,Edwin Ochieng Yinda,Kenya,762624528.0,Stub,51.0
18629,Godhana Dhadho Gaddae,Kenya,762839375.0,Stub,51.0
18630,Fahim Yasin Twaha,Kenya,762846269.0,Stub,51.0
18631,David Mwaniki Ngugi,Kenya,762923558.0,Stub,51.0
18632,Emillio Kathuli,Kenya,763036767.0,Stub,51.0
18633,Ephraim Maina,Kenya,763047188.0,Stub,51.0
18634,Wesley Korir,Kenya,763137468.0,GA,51.0
18635,Elias Mbau,Kenya,763314886.0,Stub,51.0
18636,Franklin Linturi,Kenya,763324707.0,Stub,51.0
18637,Fred Gumo,Kenya,763331150.0,Stub,51.0
18638,George Khaniri,Kenya,763336129.0,Stub,51.0
18639,Gideon Ndambuki,Kenya,763338987.0,Stub,51.0
18640,Francis Thombe Nyammo,Kenya,763528596.0,Stub,51.0
18641,Francis Chachu Ganya,Kenya,763532908.0,Stub,51.0
18642,Erastus Kihara Mureithi,Kenya,763540644.0,Stub,51.0
18643,Frederick Outa Otieno,Kenya,763560909.0,Stub,51.0
18644,Robinson Njeru Githae,Kenya,765104380.0,Stub,51.0
18645,Wamathai Samuel Githaiga,Kenya,767391755.0,Stub,51.0
18646,Governor of Nandi County,Kenya,769242907.0,C,51.0
18647,Cleophas Lagat,Kenya,770433300.0,Stub,51.0
18648,Sospeter Ojaamong,Kenya,771144723.0,Start,51.0
18649,Cyprian Ojwang Omollo,Kenya,772607266.0,Stub,51.0
18650,Humphrey Kimani Njuguna,Kenya,774148080.0,Stub,51.0
18651,Eugene Wamalwa,Kenya,774333714.0,Start,51.0
18652,Kingwa Kamencu,Kenya,774335418.0,Stub,51.0
18653,Mutahi Kagwe,Kenya,774341242.0,Start,51.0
18654,Robert Pukose,Kenya,774350502.0,Stub,51.0
18655,Isaac Mulatya Muoki,Kenya,775476334.0,Stub,51.0
18656,James Kwanya Rege,Kenya,775978319.0,Stub,51.0
18657,James Maina Kamau,Kenya,775985333.0,Stub,51.0
18658,James Omingo Magara,Kenya,775996384.0,Start,51.0
18659,James Ondicho Gesami,Kenya,775996403.0,Stub,51.0
18660,Japhet Kareke Mbiuki,Kenya,776181299.0,Stub,51.0
18661,Mutea Iringo,Kenya,776248253.0,Stub,51.0
18662,Paul Otuoma,Kenya,776523171.0,Stub,51.0
18663,William Odongo Omamo,Kenya,776901754.0,Start,51.0
18664,Gideon Moi,Kenya,776954627.0,Stub,51.0
18665,John Munyes,Kenya,777142665.0,Stub,51.0
18666,John Mwirichia,Kenya,777144312.0,Stub,51.0
18667,John Olago Aluoch,Kenya,777156475.0,Stub,51.0
18668,Kinuthia Mbugua,Kenya,777520559.0,Start,51.0
18669,Joseph Nganga Kiuna,Kenya,777521043.0,Stub,51.0
18670,Joseph Oyugi Magwanga,Kenya,777523575.0,Stub,51.0
18671,Josephat Koli Nanok,Kenya,777551767.0,Stub,51.0
18672,Wilfred Machage,Kenya,777754835.0,Stub,51.0
18673,Julius Murgor,Kenya,777801545.0,Stub,51.0
18674,Edward Northey (British Army officer),Kenya,778200274.0,C,51.0
18675,Katoo Ole Metito,Kenya,778458989.0,Start,51.0
18676,Kibiwott Munge,Kenya,778840246.0,Stub,51.0
18677,Kilemi Mwiria,Kenya,778880929.0,Stub,51.0
18678,Kinoti Gatobu,Kenya,779004428.0,Stub,51.0
18679,Patrick Muir Renison,Kenya,779005443.0,Start,51.0
18680,Kipng'eno Arap Ng'eny,Kenya,779011537.0,Stub,51.0
18681,Kivuti Maxwell,Kenya,779076444.0,Stub,51.0
18682,Kizito Osore Wangalwa,Kenya,779081993.0,Start,51.0
18683,Fatuma Ibrahim Ali,Kenya,779542125.0,Stub,51.0
18684,Agnes Awuor,Kenya,779542211.0,Stub,51.0
18685,Kazungu Kambi,Kenya,779566560.0,Stub,51.0
18686,Jackson Kiptanui,Kenya,780073593.0,Stub,51.0
18687,Mwangi wa Iria,Kenya,781636596.0,Stub,51.0
18688,Mwangi Kiunjuri,Kenya,781989047.0,Stub,51.0
18689,Quincy Timberlake,Kenya,782225198.0,C,51.0
18690,Lucas Chepkitony,Kenya,782479040.0,Stub,51.0
18691,Luka Kigen,Kenya,782551753.0,Stub,51.0
18692,Richard Makenga,Kenya,782615734.0,Stub,51.0
18693,Nderitu Gachagua,Kenya,783433028.0,Stub,51.0
18694,Martin Otieno Ogindo,Kenya,783739335.0,Stub,51.0
18695,Death of Mutula Kilonzo,Kenya,784422245.0,C,51.0
18696,Nicholas Gumbo,Kenya,784436280.0,Stub,51.0
18697,Johnson Muthama,Kenya,784751827.0,Start,51.0
18698,Daniel Waithaka,Kenya,785421281.0,Start,51.0
18699,Francis Kimemia,Kenya,785668987.0,Stub,51.0
18700,Joshua Kutuny,Kenya,786577848.0,Stub,51.0
18701,Kennedy Mong'are Okong'o,Kenya,786677844.0,Start,51.0
18702,Lawrence Sifuna,Kenya,787214879.0,Start,51.0
18703,Julius Lekakeny Sunkuli,Kenya,787336224.0,Start,51.0
18704,Abdilatif Abdalla,Kenya,787391046.0,Start,51.0
18705,Abdirahman Ali Hassan,Kenya,787391152.0,Stub,51.0
18706,Abdul Ali Bahari,Kenya,787394815.0,Stub,51.0
18707,Abu Chiaba,Kenya,787462539.0,Stub,51.0
18708,Moses Otieno Kajwang,Kenya,787488755.0,Start,51.0
18709,Aden Sugow,Kenya,787664907.0,Stub,51.0
18710,Muriithi Kagai,Kenya,788130378.0,Stub,51.0
18711,Clement Kungu Waibara,Kenya,788134156.0,Stub,51.0
18712,Template:Kenya-politician-stub,Kenya,788279752.0,Stub,51.0
18713,Alex Muthengi Mwiru,Kenya,788318024.0,Stub,51.0
18714,Ali Mohamud Mohamed,Kenya,788478252.0,Stub,51.0
18715,Amason Kingi,Kenya,788756073.0,Stub,51.0
18716,"Edward Grigg, 1st Baron Altrincham",Kenya,789668082.0,C,51.0
18717,Kiema Kilonzo,Kenya,789737266.0,Stub,51.0
18718,Mutula Kilonzo,Kenya,789741064.0,C,51.0
18719,Naomi Shaban,Kenya,789814324.0,Stub,51.0
18720,Dorothy Nditi,Kenya,789814361.0,Stub,51.0
18721,Sonia Birdi,Kenya,789815780.0,Start,51.0
18722,Peris Chepchumba,Kenya,789815832.0,Stub,51.0
18723,Winnie Kaburu,Kenya,789815918.0,Stub,51.0
18724,Linah Kilimo,Kenya,789816059.0,C,51.0
18725,Sally Kosgei,Kenya,789816081.0,Stub,51.0
18726,Esther Murugi Mathenge,Kenya,789816239.0,Stub,51.0
18727,Nyiva Mwendwa,Kenya,789816444.0,Start,51.0
18728,Augustine Lotodo,Kenya,790145123.0,Stub,51.0
18729,Jeremiah Ngayu Kioni,Kenya,790192516.0,Stub,51.0
18730,Mohamed Abdi Affey,Kenya,790465094.0,Start,51.0
18731,Robert Brooke-Popham,Kenya,790487610.0,GA,51.0
18732,John Pesa Dache,Kenya,790725791.0,Stub,51.0
18733,Kiprono Langat,Kenya,791034770.0,Stub,51.0
18734,Benjamin Cheboi,Kenya,791097522.0,Start,51.0
18735,Beth Wambui Mugo,Kenya,791245298.0,Stub,51.0
18736,Victor Munyaka,Kenya,791469113.0,Stub,51.0
18737,Joseph Ole Nkaissery,Kenya,791763444.0,Start,51.0
18738,Bonaya Godana,Kenya,791911378.0,Stub,51.0
18739,Bonny Khalwale,Kenya,791924531.0,C,51.0
18740,First Lady of Kenya,Kenya,792024344.0,Stub,51.0
18741,Philip Kaloki,Kenya,792353438.0,Stub,51.0
18742,Burudi Nabwera,Kenya,792658527.0,Stub,51.0
18743,Otieno Kajwang,Kenya,792677652.0,Stub,51.0
18744,Deputy President of Kenya,Kenya,793012659.0,Start,51.0
18745,Wycliffe Oparanya,Kenya,793178822.0,Start,51.0
18746,Percy Girouard,Kenya,793580175.0,B,51.0
18747,Daniel Karaba,Kenya,793585442.0,Start,51.0
18748,Charles Lugano,Kenya,793686074.0,Stub,51.0
18749,David Mwiraria,Kenya,794035759.0,Start,51.0
18750,"Evelyn Baring, 1st Baron Howick of Glendale",Kenya,794233789.0,Start,51.0
18751,Dennis Akumu,Kenya,794291790.0,Stub,51.0
18752,Lorna Laboso,Kenya,794395519.0,Start,51.0
18753,Boaz Kipchumba Kaino,Kenya,794522698.0,Stub,51.0
18754,Clement Muchiri Wambugu,Kenya,794650852.0,Start,51.0
18755,Ibrahim Ali Hussein,Kenya,794682850.0,Stub,51.0
18756,Josiah Mwangi Kariuki,Kenya,794796636.0,Start,51.0
18757,Eric Mutua,Kenya,794979175.0,Stub,51.0
18758,Moody Awori,Kenya,795019096.0,C,51.0
18759,Josephat Karanja,Kenya,795250175.0,Start,51.0
18760,Ndiritu Muriithi,Kenya,795784022.0,Start,51.0
18761,Marere wa Mwachai,Kenya,795800699.0,Start,51.0
18762,Machel Waikenda,Kenya,795804367.0,Start,51.0
18763,Yusuf Chanzu,Kenya,795830729.0,Stub,51.0
18764,Asman Kamama,Kenya,795852424.0,Stub,51.0
18765,Eric Edward Khasakhala,Kenya,796255913.0,C,51.0
18766,Charles Keter,Kenya,796552637.0,Stub,51.0
18767,Ibrahim A. Saney,Kenya,796689821.0,Stub,51.0
18768,Ferdinand Waititu,Kenya,796853680.0,Start,51.0
18769,Julius Malombe,Kenya,796886367.0,Stub,51.0
18770,Mohammed Kuti,Kenya,797023837.0,Stub,51.0
18771,Frederick John Jackson,Kenya,797262615.0,Start,51.0
18772,Bruce McKenzie,Kenya,797449627.0,Start,51.0
18773,Philip Leakey,Kenya,797565183.0,Stub,51.0
18774,Washington Jakoyo Midiwo,Kenya,797586178.0,Stub,51.0
18775,Ali Roba,Kenya,797626931.0,Start,51.0
18776,John Harun Mwau,Kenya,797695325.0,Start,51.0
18777,Hassan Joho,Kenya,797819376.0,Start,51.0
18778,Machakos County Governor,Kenya,797867917.0,Stub,51.0
18779,Godfrey Gitahi Kariuki,Kenya,798174028.0,Stub,51.0
18780,Sam Ongeri,Kenya,798227232.0,Start,51.0
18781,Kenneth Lusaka,Kenya,798231185.0,Start,51.0
18782,Josphat Nanok,Kenya,798257112.0,Stub,51.0
18783,Salim Mvurya,Kenya,798257731.0,Start,51.0
18784,Julius Kipyegon Kones,Kenya,798320897.0,Stub,51.0
18785,Wilber Otichilo,Kenya,798351355.0,Stub,51.0
18786,Nzamba Kitonga,Kenya,798355131.0,Stub,51.0
18787,Kivutha Kibwana,Kenya,798408497.0,Start,51.0
18788,William Gitau,Kenya,798964195.0,Stub,51.0
